26-Jan-2021 12:36:22
Meas. Pulse Power provided by IQ-Mod and Small signal Gain Response
CW @ 8.5GHz and -20dBm

Time(Sec.)	 Gain(dB)            Pout(dBm)	
 7.28    8.397457e-01    5.429799e-01
 7.29    8.451334e-01    5.345554e-01
 7.3    8.504366e-01    5.260775e-01
 7.31    8.556548e-01    5.175470e-01
 7.32    8.607874e-01    5.089647e-01
 7.33    8.658339e-01    5.003315e-01
 7.34    8.707939e-01    4.916483e-01
 7.35    8.756667e-01    4.829159e-01
 7.36    8.804520e-01    4.741353e-01
 7.37    8.851493e-01    4.653072e-01
 7.38    8.897580e-01    4.564326e-01
 7.39    8.942778e-01    4.475123e-01
 7.4    8.987081e-01    4.385473e-01
 7.41    9.030486e-01    4.295385e-01
 7.42    9.072987e-01    4.204867e-01
 7.43    9.114582e-01    4.113928e-01
 7.44    9.155264e-01    4.022578e-01
 7.45    9.195032e-01    3.930826e-01
 7.46    9.233880e-01    3.838680e-01
 7.47    9.271804e-01    3.746151e-01
 7.48    9.308801e-01    3.653247e-01
 7.49    9.344868e-01    3.559978e-01
 7.5    9.380000e-01    3.466353e-01
 7.51    9.414194e-01    3.372381e-01
 7.52    9.447446e-01    3.278072e-01
 7.53    9.479754e-01    3.183436e-01
 7.54    9.511114e-01    3.088481e-01
 7.55    9.541523e-01    2.993217e-01
 7.56    9.570977e-01    2.897653e-01
 7.57    9.599475e-01    2.801800e-01
 7.58    9.627012e-01    2.705667e-01
 7.59    9.653587e-01    2.609263e-01
 7.6    9.679197e-01    2.512598e-01
 7.61    9.703838e-01    2.415682e-01
 7.62    9.727510e-01    2.318525e-01
 7.63    9.750208e-01    2.221135e-01
 7.64    9.771932e-01    2.123524e-01
 7.65    9.792678e-01    2.025700e-01
 7.66    9.812445e-01    1.927674e-01
 7.67    9.831231e-01    1.829454e-01
 7.68    9.849033e-01    1.731052e-01
 7.69    9.865851e-01    1.632477e-01
 7.7    9.881682e-01    1.533739e-01
 7.71    9.896525e-01    1.434847e-01
 7.72    9.910379e-01    1.335811e-01
 7.73    9.923241e-01    1.236642e-01
 7.74    9.935111e-01    1.137350e-01
 7.75    9.945988e-01    1.037944e-01
 7.76    9.955870e-01    9.384335e-02
 7.77    9.964756e-01    8.388295e-02
 7.78    9.972646e-01    7.391417e-02
 7.79    9.979539e-01    6.393799e-02
 7.8    9.985433e-01    5.395542e-02
 7.81    9.990330e-01    4.396746e-02
 7.82    9.994227e-01    3.397509e-02
 7.83    9.997125e-01    2.397934e-02
 7.84    9.999023e-01    1.398118e-02
 7.85    9.999921e-01    3.981623e-03
 7.86    9.999819e-01   -6.018330e-03
 7.87    9.998717e-01   -1.601768e-02
 7.88    9.996615e-01   -2.601543e-02
 7.89    9.993514e-01   -3.601058e-02
 7.9    9.989413e-01   -4.600213e-02
 7.91    9.984314e-01   -5.598907e-02
 7.92    9.978216e-01   -6.597042e-02
 7.93    9.971120e-01   -7.594517e-02
 7.94    9.963027e-01   -8.591233e-02
 7.95    9.953938e-01   -9.587089e-02
 7.96    9.943853e-01   -1.058199e-01
 7.97    9.932774e-01   -1.157583e-01
 7.98    9.920702e-01   -1.256851e-01
 7.99    9.907638e-01   -1.355993e-01
 8    9.893582e-01   -1.455000e-01
 8.01    9.878538e-01   -1.553862e-01
 8.02    9.862506e-01   -1.652568e-01
 8.03    9.845487e-01   -1.751109e-01
 8.04    9.827484e-01   -1.849474e-01
 8.05    9.808498e-01   -1.947655e-01
 8.06    9.788532e-01   -2.045641e-01
 8.07    9.767586e-01   -2.143422e-01
 8.08    9.745664e-01   -2.240989e-01
 8.09    9.722767e-01   -2.338332e-01
 8.1    9.698898e-01   -2.435442e-01
 8.11    9.674059e-01   -2.532307e-01
 8.12    9.648253e-01   -2.628919e-01
 8.13    9.621482e-01   -2.725269e-01
 8.14    9.593748e-01   -2.821346e-01
 8.15    9.565056e-01   -2.917141e-01
 8.16    9.535406e-01   -3.012644e-01
 8.17    9.504804e-01   -3.107846e-01
 8.18    9.473251e-01   -3.202737e-01
 8.19    9.440750e-01   -3.297308e-01
 8.2    9.407306e-01   -3.391549e-01
 8.21    9.372920e-01   -3.485451e-01
 8.22    9.337598e-01   -3.579004e-01
 8.23    9.301341e-01   -3.672199e-01
 8.24    9.264155e-01   -3.765028e-01
 8.25    9.226042e-01   -3.857479e-01
 8.26    9.187007e-01   -3.949545e-01
 8.27    9.147053e-01   -4.041216e-01
 8.28    9.106184e-01   -4.132483e-01
 8.29    9.064404e-01   -4.223337e-01
 8.3    9.021718e-01   -4.313768e-01
 8.31    8.978130e-01   -4.403768e-01
 8.32    8.933644e-01   -4.493328e-01
 8.33    8.888265e-01   -4.582438e-01
 8.34    8.841997e-01   -4.671090e-01
 8.35    8.794845e-01   -4.759275e-01
 8.36    8.746813e-01   -4.846984e-01
 8.37    8.697907e-01   -4.934209e-01
 8.38    8.648131e-01   -5.020940e-01
 8.39    8.597490e-01   -5.107168e-01
 8.4    8.545989e-01   -5.192887e-01
 8.41    8.493634e-01   -5.278085e-01
 8.42    8.440429e-01   -5.362756e-01
 8.43    8.386380e-01   -5.446891e-01
 8.44    8.331493e-01   -5.530481e-01
 8.45    8.275773e-01   -5.613518e-01
 8.46    8.219225e-01   -5.695994e-01
 8.47    8.161855e-01   -5.777900e-01
 8.48    8.103669e-01   -5.859228e-01
 8.49    8.044672e-01   -5.939971e-01
 8.5    7.984871e-01   -6.020119e-01
 8.51    7.924272e-01   -6.099665e-01
 8.52    7.862880e-01   -6.178602e-01
 8.53    7.800702e-01   -6.256920e-01
 8.54    7.737744e-01   -6.334613e-01
 8.55    7.674012e-01   -6.411673e-01
 8.56    7.609512e-01   -6.488091e-01
 8.57    7.544252e-01   -6.563860e-01
 8.58    7.478237e-01   -6.638973e-01
 8.59    7.411475e-01   -6.713423e-01
 8.6    7.343971e-01   -6.787200e-01
 8.61    7.275733e-01   -6.860300e-01
 8.62    7.206767e-01   -6.932713e-01
 8.63    7.137081e-01   -7.004433e-01
 8.64    7.066681e-01   -7.075452e-01
 8.65    6.995574e-01   -7.145764e-01
 8.66    6.923768e-01   -7.215361e-01
 8.67    6.851269e-01   -7.284237e-01
 8.68    6.778086e-01   -7.352384e-01
 8.69    6.704224e-01   -7.419796e-01
 8.7    6.629692e-01   -7.486466e-01
 8.71    6.554497e-01   -7.552388e-01
 8.72    6.478647e-01   -7.617554e-01
 8.73    6.402149e-01   -7.681959e-01
 8.74    6.325010e-01   -7.745595e-01
 8.75    6.247240e-01   -7.808457e-01
 8.76    6.168844e-01   -7.870538e-01
 8.77    6.089831e-01   -7.931832e-01
 8.78    6.010210e-01   -7.992332e-01
 8.79    5.929987e-01   -8.052034e-01
 8.8    5.849172e-01   -8.110930e-01
 8.81    5.767772e-01   -8.169015e-01
 8.82    5.685794e-01   -8.226284e-01
 8.83    5.603249e-01   -8.282729e-01
 8.84    5.520143e-01   -8.338347e-01
 8.85    5.436484e-01   -8.393130e-01
 8.86    5.352283e-01   -8.447075e-01
 8.87    5.267546e-01   -8.500174e-01
 8.88    5.182282e-01   -8.552424e-01
 8.89    5.096500e-01   -8.603818e-01
 8.9    5.010209e-01   -8.654352e-01
 8.91    4.923416e-01   -8.704021e-01
 8.92    4.836131e-01   -8.752819e-01
 8.93    4.748363e-01   -8.800742e-01
 8.94    4.660119e-01   -8.847784e-01
 8.95    4.571410e-01   -8.893942e-01
 8.96    4.482243e-01   -8.939211e-01
 8.97    4.392629e-01   -8.983586e-01
 8.98    4.302575e-01   -9.027062e-01
 8.99    4.212090e-01   -9.069636e-01
 9    4.121185e-01   -9.111303e-01
 9.01    4.029867e-01   -9.152058e-01
 9.02    3.938147e-01   -9.191899e-01
 9.03    3.846032e-01   -9.230820e-01
 9.04    3.753533e-01   -9.268818e-01
 9.05    3.660659e-01   -9.305889e-01
 9.06    3.567419e-01   -9.342030e-01
 9.07    3.473822e-01   -9.377236e-01
 9.08    3.379877e-01   -9.411505e-01
 9.09    3.285595e-01   -9.444833e-01
 9.1    3.190984e-01   -9.477216e-01
 9.11    3.096053e-01   -9.508651e-01
 9.12    3.000814e-01   -9.539136e-01
 9.13    2.905274e-01   -9.568667e-01
 9.14    2.809444e-01   -9.597241e-01
 9.15    2.713332e-01   -9.624855e-01
 9.16    2.616950e-01   -9.651506e-01
 9.17    2.520305e-01   -9.677193e-01
 9.18    2.423409e-01   -9.701912e-01
 9.19    2.326270e-01   -9.725660e-01
 9.2    2.228899e-01   -9.748436e-01
 9.21    2.131305e-01   -9.770237e-01
 9.22    2.033498e-01   -9.791062e-01
 9.23    1.935487e-01   -9.810907e-01
 9.24    1.837283e-01   -9.829771e-01
 9.25    1.738895e-01   -9.847652e-01
 9.26    1.640333e-01   -9.864548e-01
 9.27    1.541607e-01   -9.880458e-01
 9.28    1.442727e-01   -9.895380e-01
 9.29    1.343703e-01   -9.909312e-01
 9.3    1.244544e-01   -9.922253e-01
 9.31    1.145261e-01   -9.934202e-01
 9.32    1.045863e-01   -9.945158e-01
 9.33    9.463613e-02   -9.955119e-01
 9.34    8.467644e-02   -9.964085e-01
 9.35    7.470829e-02   -9.972054e-01
 9.36    6.473267e-02   -9.979026e-01
 9.37    5.475057e-02   -9.985001e-01
 9.38    4.476300e-02   -9.989976e-01
 9.39    3.477095e-02   -9.993953e-01
 9.4    2.477543e-02   -9.996930e-01
 9.41    1.477742e-02   -9.998908e-01
 9.42    4.777943e-03   -9.999886e-01
 9.43   -5.222015e-03   -9.999864e-01
 9.44   -1.522145e-02   -9.998841e-01
 9.45   -2.521937e-02   -9.996819e-01
 9.46   -3.521476e-02   -9.993798e-01
 9.47   -4.520663e-02   -9.989777e-01
 9.48   -5.519398e-02   -9.984757e-01
 9.49   -6.517581e-02   -9.978738e-01
 9.5   -7.515112e-02   -9.971722e-01
 9.51   -8.511892e-02   -9.963708e-01
 9.52   -9.507820e-02   -9.954698e-01
 9.53   -1.050280e-01   -9.944693e-01
 9.54   -1.149673e-01   -9.933693e-01
 9.55   -1.248950e-01   -9.921700e-01
 9.56   -1.348103e-01   -9.908714e-01
 9.57   -1.447121e-01   -9.894738e-01
 9.58   -1.545995e-01   -9.879772e-01
 9.59   -1.644714e-01   -9.863819e-01
 9.6   -1.743268e-01   -9.846879e-01
 9.61   -1.841648e-01   -9.828954e-01
 9.62   -1.939844e-01   -9.810046e-01
 9.63   -2.037845e-01   -9.790158e-01
 9.64   -2.135644e-01   -9.769290e-01
 9.65   -2.233228e-01   -9.747445e-01
 9.66   -2.330589e-01   -9.724626e-01
 9.67   -2.427717e-01   -9.700834e-01
 9.68   -2.524603e-01   -9.676073e-01
 9.69   -2.621236e-01   -9.650343e-01
 9.7   -2.717606e-01   -9.623649e-01
 9.71   -2.813705e-01   -9.595992e-01
 9.72   -2.909523e-01   -9.567376e-01
 9.73   -3.005050e-01   -9.537803e-01
 9.74   -3.100276e-01   -9.507276e-01
 9.75   -3.195192e-01   -9.475798e-01
 9.76   -3.289789e-01   -9.443373e-01
 9.77   -3.384056e-01   -9.410003e-01
 9.78   -3.477986e-01   -9.375693e-01
 9.79   -3.571567e-01   -9.340445e-01
 9.8   -3.664791e-01   -9.304263e-01
 9.81   -3.757649e-01   -9.267150e-01
 9.82   -3.850131e-01   -9.229111e-01
 9.83   -3.942228e-01   -9.190149e-01
 9.84   -4.033931e-01   -9.150268e-01
 9.85   -4.125231e-01   -9.109472e-01
 9.86   -4.216118e-01   -9.067765e-01
 9.87   -4.306583e-01   -9.025151e-01
 9.88   -4.396618e-01   -8.981634e-01
 9.89   -4.486213e-01   -8.937220e-01
 9.9   -4.575359e-01   -8.891912e-01
 9.91   -4.664048e-01   -8.845714e-01
 9.92   -4.752270e-01   -8.798632e-01
 9.93   -4.840018e-01   -8.750670e-01
 9.94   -4.927281e-01   -8.701833e-01
 9.95   -5.014051e-01   -8.652126e-01
 9.96   -5.100320e-01   -8.601554e-01
 9.97   -5.186079e-01   -8.550122e-01
 9.98   -5.271320e-01   -8.497834e-01
 9.99   -5.356033e-01   -8.444697e-01
 10   -5.440211e-01   -8.390715e-01
 10.01   -5.523845e-01   -8.335895e-01
 10.02   -5.606926e-01   -8.280240e-01
 10.03   -5.689447e-01   -8.223758e-01
 10.04   -5.771399e-01   -8.166453e-01
 10.05   -5.852773e-01   -8.108332e-01
 10.06   -5.933563e-01   -8.049400e-01
 10.07   -6.013759e-01   -7.989663e-01
 10.08   -6.093353e-01   -7.929127e-01
 10.09   -6.172338e-01   -7.867798e-01
 10.1   -6.250706e-01   -7.805682e-01
 10.11   -6.328449e-01   -7.742785e-01
 10.12   -6.405560e-01   -7.679115e-01
 10.13   -6.482029e-01   -7.614676e-01
 10.14   -6.557851e-01   -7.549476e-01
 10.15   -6.633016e-01   -7.483522e-01
 10.16   -6.707519e-01   -7.416818e-01
 10.17   -6.781350e-01   -7.349373e-01
 10.18   -6.854504e-01   -7.281194e-01
 10.19   -6.926972e-01   -7.212286e-01
 10.2   -6.998747e-01   -7.142657e-01
 10.21   -7.069822e-01   -7.072313e-01
 10.22   -7.140191e-01   -7.001262e-01
 10.23   -7.209845e-01   -6.929512e-01
 10.24   -7.278779e-01   -6.857068e-01
 10.25   -7.346984e-01   -6.783939e-01
 10.26   -7.414455e-01   -6.710131e-01
 10.27   -7.481185e-01   -6.635652e-01
 10.28   -7.547166e-01   -6.560509e-01
 10.29   -7.612393e-01   -6.484711e-01
 10.3   -7.676858e-01   -6.408264e-01
 10.31   -7.740556e-01   -6.331176e-01
 10.32   -7.803480e-01   -6.253456e-01
 10.33   -7.865623e-01   -6.175109e-01
 10.34   -7.926980e-01   -6.096146e-01
 10.35   -7.987544e-01   -6.016573e-01
 10.36   -8.047309e-01   -5.936398e-01
 10.37   -8.106270e-01   -5.855629e-01
 10.38   -8.164420e-01   -5.774275e-01
 10.39   -8.221753e-01   -5.692343e-01
 10.4   -8.278265e-01   -5.609843e-01
 10.41   -8.333948e-01   -5.526781e-01
 10.42   -8.388798e-01   -5.443166e-01
 10.43   -8.442810e-01   -5.359008e-01
 10.44   -8.495977e-01   -5.274313e-01
 10.45   -8.548294e-01   -5.189091e-01
 10.46   -8.599757e-01   -5.103350e-01
 10.47   -8.650360e-01   -5.017099e-01
 10.48   -8.700097e-01   -4.930346e-01
 10.49   -8.748965e-01   -4.843100e-01
 10.5   -8.796958e-01   -4.755369e-01
 10.51   -8.844071e-01   -4.667163e-01
 10.52   -8.890299e-01   -4.578491e-01
 10.53   -8.935639e-01   -4.489360e-01
 10.54   -8.980085e-01   -4.399781e-01
 10.55   -9.023633e-01   -4.309762e-01
 10.56   -9.066279e-01   -4.219311e-01
 10.57   -9.108018e-01   -4.128439e-01
 10.58   -9.148846e-01   -4.037154e-01
 10.59   -9.188760e-01   -3.945465e-01
 10.6   -9.227754e-01   -3.853382e-01
 10.61   -9.265826e-01   -3.760913e-01
 10.62   -9.302971e-01   -3.668068e-01
 10.63   -9.339186e-01   -3.574857e-01
 10.64   -9.374467e-01   -3.481288e-01
 10.65   -9.408811e-01   -3.387371e-01
 10.66   -9.442213e-01   -3.293115e-01
 10.67   -9.474672e-01   -3.198530e-01
 10.68   -9.506183e-01   -3.103625e-01
 10.69   -9.536743e-01   -3.008409e-01
 10.7   -9.566350e-01   -2.912893e-01
 10.71   -9.595000e-01   -2.817085e-01
 10.72   -9.622691e-01   -2.720996e-01
 10.73   -9.649419e-01   -2.624635e-01
 10.74   -9.675183e-01   -2.528011e-01
 10.75   -9.699979e-01   -2.431134e-01
 10.76   -9.723805e-01   -2.334014e-01
 10.77   -9.746658e-01   -2.236661e-01
 10.78   -9.768537e-01   -2.139085e-01
 10.79   -9.789439e-01   -2.041294e-01
 10.8   -9.809362e-01   -1.943299e-01
 10.81   -9.828305e-01   -1.845110e-01
 10.82   -9.846264e-01   -1.746736e-01
 10.83   -9.863239e-01   -1.648188e-01
 10.84   -9.879227e-01   -1.549475e-01
 10.85   -9.894228e-01   -1.450607e-01
 10.86   -9.908239e-01   -1.351594e-01
 10.87   -9.921259e-01   -1.252445e-01
 10.88   -9.933287e-01   -1.153172e-01
 10.89   -9.944322e-01   -1.053783e-01
 10.9   -9.954363e-01   -9.542885e-02
 10.91   -9.963408e-01   -8.546988e-02
 10.92   -9.971456e-01   -7.550237e-02
 10.93   -9.978508e-01   -6.552730e-02
 10.94   -9.984561e-01   -5.554569e-02
 10.95   -9.989617e-01   -4.555851e-02
 10.96   -9.993673e-01   -3.556678e-02
 10.97   -9.996730e-01   -2.557150e-02
 10.98   -9.998787e-01   -1.557366e-02
 10.99   -9.999845e-01   -5.574259e-03
 11   -9.999902e-01    4.425698e-03
 11.01   -9.998960e-01    1.442521e-02
 11.02   -9.997017e-01    2.442328e-02
 11.03   -9.994075e-01    3.441891e-02
 11.04   -9.990133e-01    4.441110e-02
 11.05   -9.985193e-01    5.439885e-02
 11.06   -9.979254e-01    6.438115e-02
 11.07   -9.972317e-01    7.435702e-02
 11.08   -9.964383e-01    8.432545e-02
 11.09   -9.955452e-01    9.428545e-02
 11.1   -9.945526e-01    1.042360e-01
 11.11   -9.934605e-01    1.141762e-01
 11.12   -9.922691e-01    1.241049e-01
 11.13   -9.909785e-01    1.340212e-01
 11.14   -9.895887e-01    1.439241e-01
 11.15   -9.881000e-01    1.538127e-01
 11.16   -9.865125e-01    1.636858e-01
 11.17   -9.848264e-01    1.735426e-01
 11.18   -9.830417e-01    1.833820e-01
 11.19   -9.811588e-01    1.932031e-01
 11.2   -9.791777e-01    2.030049e-01
 11.21   -9.770988e-01    2.127863e-01
 11.22   -9.749221e-01    2.225465e-01
 11.23   -9.726479e-01    2.322844e-01
 11.24   -9.702765e-01    2.419991e-01
 11.25   -9.678080e-01    2.516897e-01
 11.26   -9.652428e-01    2.613550e-01
 11.27   -9.625810e-01    2.709942e-01
 11.28   -9.598230e-01    2.806063e-01
 11.29   -9.569690e-01    2.901903e-01
 11.3   -9.540192e-01    2.997453e-01
 11.31   -9.509741e-01    3.092704e-01
 11.32   -9.478339e-01    3.187645e-01
 11.33   -9.445990e-01    3.282268e-01
 11.34   -9.412695e-01    3.376562e-01
 11.35   -9.378460e-01    3.470518e-01
 11.36   -9.343286e-01    3.564128e-01
 11.37   -9.307178e-01    3.657381e-01
 11.38   -9.270140e-01    3.750268e-01
 11.39   -9.232174e-01    3.842781e-01
 11.4   -9.193285e-01    3.934909e-01
 11.41   -9.153477e-01    4.026643e-01
 11.42   -9.112754e-01    4.117975e-01
 11.43   -9.071119e-01    4.208895e-01
 11.44   -9.028577e-01    4.299395e-01
 11.45   -8.985133e-01    4.389464e-01
 11.46   -8.940789e-01    4.479094e-01
 11.47   -8.895552e-01    4.568277e-01
 11.48   -8.849425e-01    4.657002e-01
 11.49   -8.802414e-01    4.745262e-01
 11.5   -8.754522e-01    4.833048e-01
 11.51   -8.705754e-01    4.920350e-01
 11.52   -8.656116e-01    5.007160e-01
 11.53   -8.605613e-01    5.093469e-01
 11.54   -8.554249e-01    5.179269e-01
 11.55   -8.502029e-01    5.264551e-01
 11.56   -8.448959e-01    5.349307e-01
 11.57   -8.395045e-01    5.433528e-01
 11.58   -8.340291e-01    5.517205e-01
 11.59   -8.284703e-01    5.600331e-01
 11.6   -8.228286e-01    5.682896e-01
 11.61   -8.171047e-01    5.764894e-01
 11.62   -8.112990e-01    5.846315e-01
 11.63   -8.054122e-01    5.927151e-01
 11.64   -7.994449e-01    6.007394e-01
 11.65   -7.933976e-01    6.087037e-01
 11.66   -7.872710e-01    6.166071e-01
 11.67   -7.810657e-01    6.244489e-01
 11.68   -7.747823e-01    6.322282e-01
 11.69   -7.684213e-01    6.399443e-01
 11.7   -7.619836e-01    6.475963e-01
 11.71   -7.554696e-01    6.551837e-01
 11.72   -7.488801e-01    6.627055e-01
 11.73   -7.422157e-01    6.701610e-01
 11.74   -7.354771e-01    6.775495e-01
 11.75   -7.286650e-01    6.848703e-01
 11.76   -7.217800e-01    6.921226e-01
 11.77   -7.148228e-01    6.993057e-01
 11.78   -7.077941e-01    7.064188e-01
 11.79   -7.006946e-01    7.134613e-01
 11.8   -6.935251e-01    7.204325e-01
 11.81   -6.862862e-01    7.273316e-01
 11.82   -6.789787e-01    7.341580e-01
 11.83   -6.716033e-01    7.409109e-01
 11.84   -6.641607e-01    7.475898e-01
 11.85   -6.566517e-01    7.541939e-01
 11.86   -6.490771e-01    7.607226e-01
 11.87   -6.414375e-01    7.671753e-01
 11.88   -6.337338e-01    7.735512e-01
 11.89   -6.259668e-01    7.798497e-01
 11.9   -6.181371e-01    7.860703e-01
 11.91   -6.102456e-01    7.922123e-01
 11.92   -6.022931e-01    7.982750e-01
 11.93   -5.942804e-01    8.042579e-01
 11.94   -5.862082e-01    8.101604e-01
 11.95   -5.780775e-01    8.159819e-01
 11.96   -5.698889e-01    8.217218e-01
 11.97   -5.616433e-01    8.273795e-01
 11.98   -5.533416e-01    8.329545e-01
 11.99   -5.449845e-01    8.384461e-01
 12   -5.365729e-01    8.438540e-01
 12.01   -5.281077e-01    8.491774e-01
 12.02   -5.195897e-01    8.544159e-01
 12.03   -5.110197e-01    8.595690e-01
 12.04   -5.023986e-01    8.646362e-01
 12.05   -4.937272e-01    8.696168e-01
 12.06   -4.850065e-01    8.745105e-01
 12.07   -4.762373e-01    8.793168e-01
 12.08   -4.674205e-01    8.840351e-01
 12.09   -4.585569e-01    8.886651e-01
 12.1   -4.496475e-01    8.932061e-01
 12.11   -4.406931e-01    8.976579e-01
 12.12   -4.316946e-01    9.020198e-01
 12.13   -4.226530e-01    9.062916e-01
 12.14   -4.135691e-01    9.104727e-01
 12.15   -4.044438e-01    9.145628e-01
 12.16   -3.952781e-01    9.185615e-01
 12.17   -3.860729e-01    9.224683e-01
 12.18   -3.768291e-01    9.262828e-01
 12.19   -3.675476e-01    9.300047e-01
 12.2   -3.582293e-01    9.336336e-01
 12.21   -3.488752e-01    9.371692e-01
 12.22   -3.394862e-01    9.406110e-01
 12.23   -3.300633e-01    9.439588e-01
 12.24   -3.206073e-01    9.472122e-01
 12.25   -3.111194e-01    9.503708e-01
 12.26   -3.016002e-01    9.534345e-01
 12.27   -2.920510e-01    9.564028e-01
 12.28   -2.824725e-01    9.592754e-01
 12.29   -2.728658e-01    9.620521e-01
 12.3   -2.632318e-01    9.647326e-01
 12.31   -2.535715e-01    9.673167e-01
 12.32   -2.438858e-01    9.698040e-01
 12.33   -2.341757e-01    9.721943e-01
 12.34   -2.244422e-01    9.744874e-01
 12.35   -2.146863e-01    9.766831e-01
 12.36   -2.049089e-01    9.787811e-01
 12.37   -1.951110e-01    9.807812e-01
 12.38   -1.852936e-01    9.826832e-01
 12.39   -1.754577e-01    9.844870e-01
 12.4   -1.656042e-01    9.861923e-01
 12.41   -1.557341e-01    9.877990e-01
 12.42   -1.458485e-01    9.893069e-01
 12.43   -1.359483e-01    9.907159e-01
 12.44   -1.260345e-01    9.920259e-01
 12.45   -1.161081e-01    9.932366e-01
 12.46   -1.061701e-01    9.943480e-01
 12.47   -9.622151e-02    9.953599e-01
 12.48   -8.626327e-02    9.962724e-01
 12.49   -7.629640e-02    9.970852e-01
 12.5   -6.632190e-02    9.977983e-01
 12.51   -5.634076e-02    9.984116e-01
 12.52   -4.635400e-02    9.989251e-01
 12.53   -3.636260e-02    9.993387e-01
 12.54   -2.636756e-02    9.996523e-01
 12.55   -1.636988e-02    9.998660e-01
 12.56   -6.370571e-03    9.999797e-01
 12.57    3.629378e-03    9.999934e-01
 12.58    1.362896e-02    9.999071e-01
 12.59    2.362719e-02    9.997208e-01
 12.6    3.362305e-02    9.994346e-01
 12.61    4.361555e-02    9.990484e-01
 12.62    5.360368e-02    9.985623e-01
 12.63    6.358646e-02    9.979763e-01
 12.64    7.356288e-02    9.972906e-01
 12.65    8.353194e-02    9.965051e-01
 12.66    9.349265e-02    9.956200e-01
 12.67    1.034440e-01    9.946353e-01
 12.68    1.133850e-01    9.935511e-01
 12.69    1.233147e-01    9.923676e-01
 12.7    1.332320e-01    9.910849e-01
 12.71    1.431361e-01    9.897030e-01
 12.72    1.530258e-01    9.882222e-01
 12.73    1.629002e-01    9.866426e-01
 12.74    1.727583e-01    9.849642e-01
 12.75    1.825991e-01    9.831874e-01
 12.76    1.924217e-01    9.813123e-01
 12.77    2.022251e-01    9.793391e-01
 12.78    2.120082e-01    9.772679e-01
 12.79    2.217701e-01    9.750990e-01
