17 September 2020 
TITLE  INFO  !!!!! 
 
     x    yyy   CCCC         DDDD
  6.82   0.51    0.86    0.14846908
  6.83   0.52    0.85    0.13857265
  6.84   0.53    0.85    0.12866236
  6.85   0.54    0.84    0.11873921
  6.86   0.55    0.84    0.10880418
  6.87   0.55    0.83    0.09885828
  6.88   0.56    0.83    0.08890249
  6.89   0.57    0.82    0.07893780
  6.90   0.58    0.82    0.06896523
  6.91   0.59    0.81    0.05898575
  6.92   0.59    0.80    0.04900038
  6.93   0.60    0.80    0.03901011
  6.94   0.61    0.79    0.02901594
  6.95   0.62    0.79    0.01901887
  6.96   0.63    0.78    0.00901989
  6.97   0.63    0.77   -0.00097999
  6.98   0.64    0.77   -0.01097977
  6.99   0.65    0.76   -0.02097845
  7.00   0.66    0.75   -0.03097503
  7.01   0.66    0.75   -0.04096852
  7.02   0.67    0.74   -0.05095791
  7.03   0.68    0.73   -0.06094220
  7.04   0.69    0.73   -0.07092040
  7.05   0.69    0.72   -0.08089151
  7.06   0.70    0.71   -0.09085453
  7.07   0.71    0.71   -0.10080846
  7.08   0.72    0.70   -0.11075231
  7.09   0.72    0.69   -0.12068509
  7.10   0.73    0.68   -0.13060580
  7.11   0.74    0.68   -0.14051345
  7.12   0.74    0.67   -0.15040704
  7.13   0.75    0.66   -0.16028560
  7.14   0.76    0.65   -0.17014813
  7.15   0.76    0.65   -0.17999364
  7.16   0.77    0.64   -0.18982116
  7.17   0.78    0.63   -0.19962969
  7.18   0.78    0.62   -0.20941826
  7.19   0.79    0.62   -0.21918588
  7.20   0.79    0.61   -0.22893159
  7.21   0.80    0.60   -0.23865441
  7.22   0.81    0.59   -0.24835336
  7.23   0.81    0.58   -0.25802748
  7.24   0.82    0.58   -0.26767579
  7.25   0.82    0.57   -0.27729734
  7.26   0.83    0.56   -0.28689115
  7.27   0.83    0.55   -0.29645628
  7.28   0.84    0.54   -0.30599176
  7.29   0.85    0.53   -0.31549665
  7.30   0.85    0.53   -0.32496998
  7.31   0.86    0.52   -0.33441082
  7.32   0.86    0.51   -0.34381822
  7.33   0.87    0.50   -0.35319123
  7.34   0.87    0.49   -0.36252893
  7.35   0.88    0.48   -0.37183037
  7.36   0.88    0.47   -0.38109463
  7.37   0.89    0.47   -0.39032078
  7.38   0.89    0.46   -0.39950790
  7.39   0.89    0.45   -0.40865507
  7.40   0.90    0.44   -0.41776138
  7.41   0.90    0.43   -0.42682591
  7.42   0.91    0.42   -0.43584775
  7.43   0.91    0.41   -0.44482601
  7.44   0.92    0.40   -0.45375979
  7.45   0.92    0.39   -0.46264820
  7.46   0.92    0.38   -0.47149034
  7.47   0.93    0.37   -0.48028533
  7.48   0.93    0.37   -0.48903229
  7.49   0.93    0.36   -0.49773035
  7.50   0.94    0.35   -0.50637864
  7.51   0.94    0.34   -0.51497629
  7.52   0.94    0.33   -0.52352244
  7.53   0.95    0.32   -0.53201624
  7.54   0.95    0.31   -0.54045684
  7.55   0.95    0.30   -0.54884340
  7.56   0.96    0.29   -0.55717507
  7.57   0.96    0.28   -0.56545102
  7.58   0.96    0.27   -0.57367043
  7.59   0.97    0.26   -0.58183247
  7.60   0.97    0.25   -0.58993633
  7.61   0.97    0.24   -0.59798120
  7.62   0.97    0.23   -0.60596627
  7.63   0.98    0.22   -0.61389074
  7.64   0.98    0.21   -0.62175382
  7.65   0.98    0.20   -0.62955473
  7.66   0.98    0.19   -0.63729269
  7.67   0.98    0.18   -0.64496691
  7.68   0.98    0.17   -0.65257664
  7.69   0.99    0.16   -0.66012112
  7.70   0.99    0.15   -0.66759958
  7.71   0.99    0.14   -0.67501128
  7.72   0.99    0.13   -0.68235548
  7.73   0.99    0.12   -0.68963144
  7.74   0.99    0.11   -0.69683845
  7.75   0.99    0.10   -0.70397577
  7.76   1.00    0.09   -0.71104269
  7.77   1.00    0.08   -0.71803851
  7.78   1.00    0.07   -0.72496253
  7.79   1.00    0.06   -0.73181405
  7.80   1.00    0.05   -0.73859239
  7.81   1.00    0.04   -0.74529687
  7.82   1.00    0.03   -0.75192682
  7.83   1.00    0.02   -0.75848158
  7.84   1.00    0.01   -0.76496049
  7.85   1.00    0.00   -0.77136291
  7.86   1.00   -0.01   -0.77768819
  7.87   1.00   -0.02   -0.78393570
  7.88   1.00   -0.03   -0.79010482
  7.89   1.00   -0.04   -0.79619493
  7.90   1.00   -0.05   -0.80220543
  7.91   1.00   -0.06   -0.80813570
  7.92   1.00   -0.07   -0.81398516
  7.93   1.00   -0.08   -0.81975322
  7.94   1.00   -0.09   -0.82543930
  7.95   1.00   -0.10   -0.83104285
  7.96   0.99   -0.11   -0.83656329
  7.97   0.99   -0.12   -0.84200007
  7.98   0.99   -0.13   -0.84735265
  7.99   0.99   -0.14   -0.85262050
  8.00   0.99   -0.15   -0.85780309
  8.01   0.99   -0.16   -0.86289990
  8.02   0.99   -0.17   -0.86791042
  8.03   0.98   -0.18   -0.87283415
  8.04   0.98   -0.18   -0.87767060
  8.05   0.98   -0.19   -0.88241928
  8.06   0.98   -0.20   -0.88707972
  8.07   0.98   -0.21   -0.89165145
  8.08   0.97   -0.22   -0.89613402
  8.09   0.97   -0.23   -0.90052697
  8.10   0.97   -0.24   -0.90482988
  8.11   0.97   -0.25   -0.90904230
  8.12   0.96   -0.26   -0.91316381
  8.13   0.96   -0.27   -0.91719402
  8.14   0.96   -0.28   -0.92113250
  8.15   0.96   -0.29   -0.92497887
  8.16   0.95   -0.30   -0.92873274
  8.17   0.95   -0.31   -0.93239374
  8.18   0.95   -0.32   -0.93596151
  8.19   0.94   -0.33   -0.93943567
  8.20   0.94   -0.34   -0.94281590
  8.21   0.94   -0.35   -0.94610184
  8.22   0.93   -0.36   -0.94929318
  8.23   0.93   -0.37   -0.95238958
  8.24   0.93   -0.38   -0.95539075
  8.25   0.92   -0.39   -0.95829638
  8.26   0.92   -0.39   -0.96110618
  8.27   0.91   -0.40   -0.96381987
  8.28   0.91   -0.41   -0.96643718
  8.29   0.91   -0.42   -0.96895784
  8.30   0.90   -0.43   -0.97138161
  8.31   0.90   -0.44   -0.97370825
  8.32   0.89   -0.45   -0.97593751
  8.33   0.89   -0.46   -0.97806918
  8.34   0.88   -0.47   -0.98010305
  8.35   0.88   -0.48   -0.98203890
  8.36   0.87   -0.48   -0.98387656
  8.37   0.87   -0.49   -0.98561582
  8.38   0.86   -0.50   -0.98725653
  8.39   0.86   -0.51   -0.98879851
  8.40   0.85   -0.52   -0.99024161
  8.41   0.85   -0.53   -0.99158569
  8.42   0.84   -0.54   -0.99283061
  8.43   0.84   -0.54   -0.99397624
  8.44   0.83   -0.55   -0.99502248
  8.45   0.83   -0.56   -0.99596922
  8.46   0.82   -0.57   -0.99681637
  8.47   0.82   -0.58   -0.99756383
  8.48   0.81   -0.59   -0.99821154
  8.49   0.80   -0.59   -0.99875942
  8.50   0.80   -0.60   -0.99920743
  8.51   0.79   -0.61   -0.99955553
  8.52   0.79   -0.62   -0.99980366
  8.53   0.78   -0.63   -0.99995182
  8.54   0.77   -0.63   -0.99999998
  8.55   0.77   -0.64   -0.99994815
  8.56   0.76   -0.65   -0.99979632
  8.57   0.75   -0.66   -0.99954451
  8.58   0.75   -0.66   -0.99919275
  8.59   0.74   -0.67   -0.99874106
  8.60   0.73   -0.68   -0.99818951
  8.61   0.73   -0.69   -0.99753814
  8.62   0.72   -0.69   -0.99678701
  8.63   0.71   -0.70   -0.99593621
  8.64   0.71   -0.71   -0.99498581
  8.65   0.70   -0.71   -0.99393592
  8.66   0.69   -0.72   -0.99278663
  8.67   0.69   -0.73   -0.99153807
  8.68   0.68   -0.74   -0.99019035
  8.69   0.67   -0.74   -0.98874362
  8.70   0.66   -0.75   -0.98719801
  8.71   0.66   -0.76   -0.98555368
  8.72   0.65   -0.76   -0.98381080
  8.73   0.64   -0.77   -0.98196953
  8.74   0.63   -0.77   -0.98003007
  8.75   0.62   -0.78   -0.97799261
  8.76   0.62   -0.79   -0.97585735
  8.77   0.61   -0.79   -0.97362451
  8.78   0.60   -0.80   -0.97129430
  8.79   0.59   -0.81   -0.96886697
  8.80   0.58   -0.81   -0.96634275
  8.81   0.58   -0.82   -0.96372189
  8.82   0.57   -0.82   -0.96100467
  8.83   0.56   -0.83   -0.95819134
  8.84   0.55   -0.83   -0.95528220
  8.85   0.54   -0.84   -0.95227753
  8.86   0.54   -0.84   -0.94917763
  8.87   0.53   -0.85   -0.94598281
  8.88   0.52   -0.86   -0.94269340
  8.89   0.51   -0.86   -0.93930972
  8.90   0.50   -0.87   -0.93583211
  8.91   0.49   -0.87   -0.93226092
  8.92   0.48   -0.88   -0.92859650
  8.93   0.47   -0.88   -0.92483922
  8.94   0.47   -0.88   -0.92098946
  8.95   0.46   -0.89   -0.91704760
  8.96   0.45   -0.89   -0.91301404
  8.97   0.44   -0.90   -0.90888917
  8.98   0.43   -0.90   -0.90467342
  8.99   0.42   -0.91   -0.90036720
  9.00   0.41   -0.91   -0.89597095
  9.01   0.40   -0.92   -0.89148510
  9.02   0.39   -0.92   -0.88691010
  9.03   0.38   -0.92   -0.88224641
  9.04   0.38   -0.93   -0.87749450
  9.05   0.37   -0.93   -0.87265483
  9.06   0.36   -0.93   -0.86772791
  9.07   0.35   -0.94   -0.86271421
  9.08   0.34   -0.94   -0.85761424
  9.09   0.33   -0.94   -0.85242851
  9.10   0.32   -0.95   -0.84715754
  9.11   0.31   -0.95   -0.84180185
  9.12   0.30   -0.95   -0.83636199
  9.13   0.29   -0.96   -0.83083848
  9.14   0.28   -0.96   -0.82523190
  9.15   0.27   -0.96   -0.81954279
  9.16   0.26   -0.97   -0.81377173
  9.17   0.25   -0.97   -0.80791929
  9.18   0.24   -0.97   -0.80198606
  9.19   0.23   -0.97   -0.79597264
  9.20   0.22   -0.97   -0.78987961
  9.21   0.21   -0.98   -0.78370760
  9.22   0.20   -0.98   -0.77745722
  9.23   0.19   -0.98   -0.77112910
  9.24   0.18   -0.98   -0.76472386
  9.25   0.17   -0.98   -0.75824215
  9.26   0.16   -0.99   -0.75168461
  9.27   0.15   -0.99   -0.74505191
  9.28   0.14   -0.99   -0.73834471
  9.29   0.13   -0.99   -0.73156367
  9.30   0.12   -0.99   -0.72470947
  9.31   0.11   -0.99   -0.71778281
  9.32   0.10   -0.99   -0.71078436
  9.33   0.09   -1.00   -0.70371484
  9.34   0.08   -1.00   -0.69657495
  9.35   0.07   -1.00   -0.68936540
  9.36   0.06   -1.00   -0.68208691
  9.37   0.05   -1.00   -0.67474022
  9.38   0.04   -1.00   -0.66732605
  9.39   0.03   -1.00   -0.65984515
  9.40   0.02   -1.00   -0.65229827
  9.41   0.01   -1.00   -0.64468616
  9.42   0.00   -1.00   -0.63700958
  9.43  -0.01   -1.00   -0.62926930
  9.44  -0.02   -1.00   -0.62146609
  9.45  -0.03   -1.00   -0.61360074
  9.46  -0.04   -1.00   -0.60567403
  9.47  -0.05   -1.00   -0.59768675
  9.48  -0.06   -1.00   -0.58963970
  9.49  -0.07   -1.00   -0.58153369
  9.50  -0.08   -1.00   -0.57336952
  9.51  -0.09   -1.00   -0.56514802
  9.52  -0.10   -1.00   -0.55687001
  9.53  -0.11   -0.99   -0.54853631
  9.54  -0.11   -0.99   -0.54014775
  9.55  -0.12   -0.99   -0.53170518
  9.56  -0.13   -0.99   -0.52320944
  9.57  -0.14   -0.99   -0.51466138
  9.58  -0.15   -0.99   -0.50606186
  9.59  -0.16   -0.99   -0.49741173
  9.60  -0.17   -0.98   -0.48871186
  9.61  -0.18   -0.98   -0.47996311
  9.62  -0.19   -0.98   -0.47116638
  9.63  -0.20   -0.98   -0.46232252
  9.64  -0.21   -0.98   -0.45343243
  9.65  -0.22   -0.97   -0.44449700
  9.66  -0.23   -0.97   -0.43551713
  9.67  -0.24   -0.97   -0.42649370
  9.68  -0.25   -0.97   -0.41742762
  9.69  -0.26   -0.97   -0.40831980
  9.70  -0.27   -0.96   -0.39917114
  9.71  -0.28   -0.96   -0.38998257
  9.72  -0.29   -0.96   -0.38075500
  9.73  -0.30   -0.95   -0.37148936
  9.74  -0.31   -0.95   -0.36218657
  9.75  -0.32   -0.95   -0.35284756
  9.76  -0.33   -0.94   -0.34347327
  9.77  -0.34   -0.94   -0.33406462
  9.78  -0.35   -0.94   -0.32462258
  9.79  -0.36   -0.93   -0.31514807
  9.80  -0.37   -0.93   -0.30564204
  9.81  -0.38   -0.93   -0.29610545
  9.82  -0.39   -0.92   -0.28653926
  9.83  -0.39   -0.92   -0.27694440
  9.84  -0.40   -0.92   -0.26732186
  9.85  -0.41   -0.91   -0.25767258
  9.86  -0.42   -0.91   -0.24799753
  9.87  -0.43   -0.90   -0.23829769
  9.88  -0.44   -0.90   -0.22857401
  9.89  -0.45   -0.89   -0.21882748
  9.90  -0.46   -0.89   -0.20905907
  9.91  -0.47   -0.88   -0.19926975
  9.92  -0.48   -0.88   -0.18946050
  9.93  -0.48   -0.88   -0.17963231
  9.94  -0.49   -0.87   -0.16978615
  9.95  -0.50   -0.87   -0.15992302
  9.96  -0.51   -0.86   -0.15004389
  9.97  -0.52   -0.86   -0.14014976
  9.98  -0.53   -0.85   -0.13024162
  9.99  -0.54   -0.84   -0.12032045
 10.00  -0.54   -0.84   -0.11038724
 10.01  -0.55   -0.83   -0.10044300
 10.02  -0.56   -0.83   -0.09048872
 10.03  -0.57   -0.82   -0.08052539
 10.04  -0.58   -0.82   -0.07055400
 10.05  -0.59   -0.81   -0.06057556
 10.06  -0.59   -0.80   -0.05059106
 10.07  -0.60   -0.80   -0.04060150
 10.08  -0.61   -0.79   -0.03060789
 10.09  -0.62   -0.79   -0.02061121
 10.10  -0.63   -0.78   -0.01061247
 10.11  -0.63   -0.77   -0.00061267
 10.12  -0.64   -0.77    0.00938720
 10.13  -0.65   -0.76    0.01938612
 10.14  -0.66   -0.75    0.02938310
 10.15  -0.66   -0.75    0.03937715
 10.16  -0.67   -0.74    0.04936726
 10.17  -0.68   -0.73    0.05935243
 10.18  -0.69   -0.73    0.06933167
 10.19  -0.69   -0.72    0.07930397
 10.20  -0.70   -0.71    0.08926835
 10.21  -0.71   -0.71    0.09922379
 10.22  -0.71   -0.70    0.10916932
 10.23  -0.72   -0.69    0.11910392
 10.24  -0.73   -0.69    0.12902662
 10.25  -0.73   -0.68    0.13893642
 10.26  -0.74   -0.67    0.14883232
 10.27  -0.75   -0.66    0.15871334
 10.28  -0.75   -0.66    0.16857848
 10.29  -0.76   -0.65    0.17842677
 10.30  -0.77   -0.64    0.18825722
 10.31  -0.77   -0.63    0.19806884
 10.32  -0.78   -0.63    0.20786065
 10.33  -0.79   -0.62    0.21763168
 10.34  -0.79   -0.61    0.22738095
 10.35  -0.80   -0.60    0.23710748
 10.36  -0.80   -0.59    0.24681029
 10.37  -0.81   -0.59    0.25648843
 10.38  -0.82   -0.58    0.26614092
 10.39  -0.82   -0.57    0.27576679
 10.40  -0.83   -0.56    0.28536509
 10.41  -0.83   -0.55    0.29493485
 10.42  -0.84   -0.54    0.30447512
 10.43  -0.84   -0.54    0.31398494
 10.44  -0.85   -0.53    0.32346336
 10.45  -0.85   -0.52    0.33290944
 10.46  -0.86   -0.51    0.34232222
 10.47  -0.87   -0.50    0.35170077
 10.48  -0.87   -0.49    0.36104416
 10.49  -0.87   -0.48    0.37035144
 10.50  -0.88   -0.48    0.37962168
 10.51  -0.88   -0.47    0.38885397
 10.52  -0.89   -0.46    0.39804736
 10.53  -0.89   -0.45    0.40720096
 10.54  -0.90   -0.44    0.41631383
 10.55  -0.90   -0.43    0.42538507
 10.56  -0.91   -0.42    0.43441378
 10.57  -0.91   -0.41    0.44339904
 10.58  -0.91   -0.40    0.45233997
 10.59  -0.92   -0.39    0.46123566
 10.60  -0.92   -0.39    0.47008522
 10.61  -0.93   -0.38    0.47888778
 10.62  -0.93   -0.37    0.48764245
 10.63  -0.93   -0.36    0.49634836
 10.64  -0.94   -0.35    0.50500463
 10.65  -0.94   -0.34    0.51361041
 10.66  -0.94   -0.33    0.52216482
 10.67  -0.95   -0.32    0.53066701
 10.68  -0.95   -0.31    0.53911614
 10.69  -0.95   -0.30    0.54751136
 10.70  -0.96   -0.29    0.55585183
 10.71  -0.96   -0.28    0.56413671
 10.72  -0.96   -0.27    0.57236518
 10.73  -0.96   -0.26    0.58053642
 10.74  -0.97   -0.25    0.58864960
 10.75  -0.97   -0.24    0.59670391
 10.76  -0.97   -0.23    0.60469856
 10.77  -0.97   -0.22    0.61263274
 10.78  -0.98   -0.21    0.62050565
 10.79  -0.98   -0.20    0.62831651
 10.80  -0.98   -0.19    0.63606455
 10.81  -0.98   -0.18    0.64374897
 10.82  -0.98   -0.17    0.65136903
 10.83  -0.99   -0.16    0.65892394
 10.84  -0.99   -0.15    0.66641297
 10.85  -0.99   -0.15    0.67383535
 10.86  -0.99   -0.14    0.68119035
 10.87  -0.99   -0.13    0.68847723
 10.88  -0.99   -0.12    0.69569527
 10.89  -0.99   -0.11    0.70284373
 10.90  -1.00   -0.10    0.70992192
 10.91  -1.00   -0.09    0.71692911
 10.92  -1.00   -0.08    0.72386461
 10.93  -1.00   -0.07    0.73072772
 10.94  -1.00   -0.06    0.73751776
 10.95  -1.00   -0.05    0.74423405
 10.96  -1.00   -0.04    0.75087591
 10.97  -1.00   -0.03    0.75744269
 10.98  -1.00   -0.02    0.76393373
 10.99  -1.00   -0.01    0.77034837
 11.00  -1.00    0.00    0.77668598
 11.01  -1.00    0.01    0.78294592
 11.02  -1.00    0.02    0.78912757
 11.03  -1.00    0.03    0.79523031
 11.04  -1.00    0.04    0.80125352
 11.05  -1.00    0.05    0.80719661
 11.06  -1.00    0.06    0.81305897
 11.07  -1.00    0.07    0.81884004
 11.08  -1.00    0.08    0.82453922
 11.09  -1.00    0.09    0.83015595
 11.10  -0.99    0.10    0.83568966
 11.11  -0.99    0.11    0.84113980
 11.12  -0.99    0.12    0.84650583
 11.13  -0.99    0.13    0.85178721
 11.14  -0.99    0.14    0.85698342
 11.15  -0.99    0.15    0.86209392
 11.16  -0.99    0.16    0.86711822
 11.17  -0.98    0.17    0.87205580
 11.18  -0.98    0.18    0.87690618
 11.19  -0.98    0.19    0.88166887
 11.20  -0.98    0.20    0.88634340
 11.21  -0.98    0.21    0.89092929
 11.22  -0.97    0.22    0.89542609
 11.23  -0.97    0.23    0.89983335
 11.24  -0.97    0.24    0.90415062
 11.25  -0.97    0.25    0.90837748
 11.26  -0.97    0.26    0.91251350
 11.27  -0.96    0.27    0.91655827
 11.28  -0.96    0.28    0.92051139
 11.29  -0.96    0.29    0.92437246
 11.30  -0.95    0.30    0.92814109
 11.31  -0.95    0.31    0.93181691
 11.32  -0.95    0.32    0.93539954
 11.33  -0.94    0.33    0.93888864
 11.34  -0.94    0.34    0.94228385
 11.35  -0.94    0.35    0.94558483
 11.36  -0.93    0.36    0.94879125
 11.37  -0.93    0.37    0.95190280
 11.38  -0.93    0.38    0.95491915
 11.39  -0.92    0.38    0.95784002
 11.40  -0.92    0.39    0.96066510
 11.41  -0.92    0.40    0.96339412
 11.42  -0.91    0.41    0.96602679
 11.43  -0.91    0.42    0.96856287
 11.44  -0.90    0.43    0.97100209
 11.45  -0.90    0.44    0.97334421
 11.46  -0.89    0.45    0.97558900
 11.47  -0.89    0.46    0.97773623
 11.48  -0.88    0.47    0.97978568
 11.49  -0.88    0.47    0.98173716
 11.50  -0.88    0.48    0.98359046
 11.51  -0.87    0.49    0.98534541
 11.52  -0.87    0.50    0.98700183
 11.53  -0.86    0.51    0.98855954
 11.54  -0.86    0.52    0.99001840
 11.55  -0.85    0.53    0.99137826
 11.56  -0.84    0.53    0.99263898
 11.57  -0.84    0.54    0.99380043
 11.58  -0.83    0.55    0.99486251
 11.59  -0.83    0.56    0.99582511
 11.60  -0.82    0.57    0.99668812
 11.61  -0.82    0.58    0.99745146
 11.62  -0.81    0.58    0.99811506
 11.63  -0.81    0.59    0.99867885
 11.64  -0.80    0.60    0.99914277
 11.65  -0.79    0.61    0.99950678
 11.66  -0.79    0.62    0.99977084
 11.67  -0.78    0.62    0.99993492
 11.68  -0.77    0.63    0.99999901
 11.69  -0.77    0.64    0.99996310
 11.70  -0.76    0.65    0.99982719
 11.71  -0.76    0.66    0.99959131
 11.72  -0.75    0.66    0.99925546
 11.73  -0.74    0.67    0.99881969
 11.74  -0.74    0.68    0.99828404
 11.75  -0.73    0.68    0.99764856
 11.76  -0.72    0.69    0.99691332
 11.77  -0.71    0.70    0.99607838
 11.78  -0.71    0.71    0.99514384
 11.79  -0.70    0.71    0.99410979
 11.80  -0.69    0.72    0.99297632
 11.81  -0.69    0.73    0.99174356
 11.82  -0.68    0.73    0.99041163
 11.83  -0.67    0.74    0.98898065
 11.84  -0.66    0.75    0.98745078
 11.85  -0.66    0.75    0.98582217
 11.86  -0.65    0.76    0.98409497
 11.87  -0.64    0.77    0.98226936
 11.88  -0.63    0.77    0.98034553
 11.89  -0.63    0.78    0.97832366
 11.90  -0.62    0.79    0.97620396
 11.91  -0.61    0.79    0.97398665
 11.92  -0.60    0.80    0.97167193
 11.93  -0.59    0.80    0.96926005
 11.94  -0.59    0.81    0.96675124
 11.95  -0.58    0.82    0.96414576
 11.96  -0.57    0.82    0.96144387
 11.97  -0.56    0.83    0.95864583
 11.98  -0.55    0.83    0.95575193
 11.99  -0.54    0.84    0.95276245
 12.00  -0.54    0.84    0.94967770
 12.01  -0.53    0.85    0.94649798
 12.02  -0.52    0.85    0.94322361
 12.03  -0.51    0.86    0.93985492
 12.04  -0.50    0.86    0.93639225
 12.05  -0.49    0.87    0.93283593
 12.06  -0.49    0.87    0.92918634
 12.07  -0.48    0.88    0.92544382
 12.08  -0.47    0.88    0.92160877
 12.09  -0.46    0.89    0.91768155
 12.10  -0.45    0.89    0.91366257
 12.11  -0.44    0.90    0.90955222
 12.12  -0.43    0.90    0.90535091
 12.13  -0.42    0.91    0.90105907
 12.14  -0.41    0.91    0.89667713
 12.15  -0.40    0.91    0.89220552
 12.16  -0.40    0.92    0.88764469
 12.17  -0.39    0.92    0.88299509
 12.18  -0.38    0.93    0.87825720
 12.19  -0.37    0.93    0.87343148
 12.20  -0.36    0.93    0.86851842
 12.21  -0.35    0.94    0.86351851
 12.22  -0.34    0.94    0.85843224
 12.23  -0.33    0.94    0.85326014
 12.24  -0.32    0.95    0.84800271
 12.25  -0.31    0.95    0.84266048
 12.26  -0.30    0.95    0.83723398
 12.27  -0.29    0.96    0.83172376
 12.28  -0.28    0.96    0.82613037
 12.29  -0.27    0.96    0.82045437
 12.30  -0.26    0.96    0.81469632
 12.31  -0.25    0.97    0.80885681
 12.32  -0.24    0.97    0.80293641
 12.33  -0.23    0.97    0.79693571
 12.34  -0.22    0.97    0.79085532
 12.35  -0.21    0.98    0.78469585
 12.36  -0.20    0.98    0.77845791
 12.37  -0.20    0.98    0.77214213
 12.38  -0.19    0.98    0.76574913
 12.39  -0.18    0.98    0.75927955
 12.40  -0.17    0.99    0.75273405
 12.41  -0.16    0.99    0.74611328
 12.42  -0.15    0.99    0.73941789
 12.43  -0.14    0.99    0.73264857
 12.44  -0.13    0.99    0.72580598
 12.45  -0.12    0.99    0.71889081
 12.46  -0.11    0.99    0.71190375
 12.47  -0.10    1.00    0.70484550
 12.48  -0.09    1.00    0.69771677
 12.49  -0.08    1.00    0.69051826
